index,code,name,exchange,ticker,project_code
CSI800,600177,雅戈尔,SH,600177.SH,sh.600177
CSI800,600183,生益科技,SH,600183.SH,sh.600183
CSI800,600188,兖矿能源,SH,600188.SH,sh.600188
CSI800,600196,复星医药,SH,600196.SH,sh.600196
CSI800,600208,衢州发展,SH,600208.SH,sh.600208
CSI800,600219,南山铝业,SH,600219.SH,sh.600219
CSI800,600221,海航控股,SH,600221.SH,sh.600221
CSI800,600233,圆通速递,SH,600233.SH,sh.600233
CSI800,600256,广汇能源,SH,600256.SH,sh.600256
CSI800,600276,恒瑞医药,SH,600276.SH,sh.600276
CSI800,600282,南钢股份,SH,600282.SH,sh.600282
CSI800,600292,电投水电,SH,600292.SH,sh.600292
CSI800,600295,鄂尔多斯,SH,600295.SH,sh.600295
CSI800,600298,安琪酵母,SH,600298.SH,sh.600298
CSI800,600299,安迪苏,SH,600299.SH,sh.600299
CSI800,600309,万华化学,SH,600309.SH,sh.600309
CSI800,600312,平高电气,SH,600312.SH,sh.600312
CSI800,600316,洪都航空,SH,600316.SH,sh.600316
CSI800,600329,达仁堂,SH,600329.SH,sh.600329
CSI800,600332,白云山,SH,600332.SH,sh.600332
CSI800,600339,中油工程,SH,600339.SH,sh.600339
CSI800,600346,恒力石化,SH,600346.SH,sh.600346
CSI800,600348,华阳股份,SH,600348.SH,sh.600348
CSI800,600350,山东高速,SH,600350.SH,sh.600350
CSI800,600352,浙江龙盛,SH,600352.SH,sh.600352
CSI800,600362,江西铜业,SH,600362.SH,sh.600362
CSI800,600363,联创光电,SH,600363.SH,sh.600363
CSI800,600369,西南证券,SH,600369.SH,sh.600369
CSI800,600372,中航机载,SH,600372.SH,sh.600372
CSI800,600377,宁沪高速,SH,600377.SH,sh.600377
CSI800,600378,昊华科技,SH,600378.SH,sh.600378
CSI800,600380,健康元,SH,600380.SH,sh.600380
CSI800,600390,五矿资本,SH,600390.SH,sh.600390
CSI800,600392,盛和资源,SH,600392.SH,sh.600392
CSI800,600398,海澜之家,SH,600398.SH,sh.600398
CSI800,600406,国电南瑞,SH,600406.SH,sh.600406
CSI800,600415,小商品城,SH,600415.SH,sh.600415
CSI800,600426,华鲁恒升,SH,600426.SH,sh.600426
CSI800,600435,北方导航,SH,600435.SH,sh.600435
CSI800,600436,片仔癀,SH,600436.SH,sh.600436
CSI800,600438,通威股份,SH,600438.SH,sh.600438
CSI800,600460,士兰微,SH,600460.SH,sh.600460
CSI800,600482,中国动力,SH,600482.SH,sh.600482
CSI800,600483,福能股份,SH,600483.SH,sh.600483
CSI800,600486,扬农化工,SH,600486.SH,sh.600486
CSI800,600489,中金黄金,SH,600489.SH,sh.600489
CSI800,600497,驰宏锌锗,SH,600497.SH,sh.600497
CSI800,600498,烽火通信,SH,600498.SH,sh.600498
CSI800,600499,科达制造,SH,600499.SH,sh.600499
CSI800,600511,国药股份,SH,600511.SH,sh.600511
CSI800,600515,海南机场,SH,600515.SH,sh.600515
CSI800,600516,方大炭素,SH,600516.SH,sh.600516
CSI800,600517,国网英大,SH,600517.SH,sh.600517
CSI800,600519,贵州茅台,SH,600519.SH,sh.600519
CSI800,600521,华海药业,SH,600521.SH,sh.600521
CSI800,600522,中天科技,SH,600522.SH,sh.600522
CSI800,600535,天士力,SH,600535.SH,sh.600535
CSI800,600536,中国软件,SH,600536.SH,sh.600536
CSI800,600546,山煤国际,SH,600546.SH,sh.600546
CSI800,600547,山东黄金,SH,600547.SH,sh.600547
CSI800,600549,厦门钨业,SH,600549.SH,sh.600549
CSI800,600562,国睿科技,SH,600562.SH,sh.600562
CSI800,600563,法拉电子,SH,600563.SH,sh.600563
CSI800,600566,济川药业,SH,600566.SH,sh.600566
CSI800,600570,恒生电子,SH,600570.SH,sh.600570
CSI800,600578,京能电力,SH,600578.SH,sh.600578
CSI800,600582,天地科技,SH,600582.SH,sh.600582
CSI800,600583,海油工程,SH,600583.SH,sh.600583
CSI800,600584,长电科技,SH,600584.SH,sh.600584
CSI800,600585,海螺水泥,SH,600585.SH,sh.600585
CSI800,600588,用友网络,SH,600588.SH,sh.600588
CSI800,600595,中孚实业,SH,600595.SH,sh.600595
CSI800,600598,北大荒,SH,600598.SH,sh.600598
CSI800,600600,青岛啤酒,SH,600600.SH,sh.600600
CSI800,600601,方正科技,SH,600601.SH,sh.600601
CSI800,600602,云赛智联,SH,600602.SH,sh.600602
CSI800,600606,绿地控股,SH,600606.SH,sh.600606
CSI800,600637,东方明珠,SH,600637.SH,sh.600637
CSI800,600642,申能股份,SH,600642.SH,sh.600642
CSI800,600655,豫园股份,SH,600655.SH,sh.600655
CSI800,600660,福耀玻璃,SH,600660.SH,sh.600660
CSI800,600663,陆家嘴,SH,600663.SH,sh.600663
CSI800,600674,川投能源,SH,600674.SH,sh.600674
CSI800,600685,中船防务,SH,600685.SH,sh.600685
CSI800,600688,上海石化,SH,600688.SH,sh.600688
CSI800,600690,海尔智家,SH,600690.SH,sh.600690
CSI800,600699,均胜电子,SH,600699.SH,sh.600699
CSI800,600704,物产中大,SH,600704.SH,sh.600704
CSI800,600707,彩虹股份,SH,600707.SH,sh.600707
CSI800,600711,盛屯矿业,SH,600711.SH,sh.600711
CSI800,600737,中粮糖业,SH,600737.SH,sh.600737
CSI800,600741,华域汽车,SH,600741.SH,sh.600741
CSI800,600754,锦江酒店,SH,600754.SH,sh.600754
CSI800,600760,中航沈飞,SH,600760.SH,sh.600760
CSI800,600763,通策医疗,SH,600763.SH,sh.600763
CSI800,600764,中国海防,SH,600764.SH,sh.600764
CSI800,600765,中航重机,SH,600765.SH,sh.600765
CSI800,600795,国电电力,SH,600795.SH,sh.600795
CSI800,600801,华新建材,SH,600801.SH,sh.600801
CSI800,600803,新奥股份,SH,600803.SH,sh.600803
CSI800,600808,马钢股份,SH,600808.SH,sh.600808
CSI800,600809,山西汾酒,SH,600809.SH,sh.600809
CSI800,600816,建元信托,SH,600816.SH,sh.600816
CSI800,600820,隧道股份,SH,600820.SH,sh.600820
CSI800,600845,宝信软件,SH,600845.SH,sh.600845
CSI800,600848,上海临港,SH,600848.SH,sh.600848
CSI800,600862,中航高科,SH,600862.SH,sh.600862
CSI800,600863,华能蒙电,SH,600863.SH,sh.600863
CSI800,600871,石化油服,SH,600871.SH,sh.600871
CSI800,600873,梅花生物,SH,600873.SH,sh.600873
CSI800,600875,东方电气,SH,600875.SH,sh.600875
CSI800,600879,航天电子,SH,600879.SH,sh.600879
CSI800,600884,杉杉股份,SH,600884.SH,sh.600884
CSI800,600885,宏发股份,SH,600885.SH,sh.600885
CSI800,600886,国投电力,SH,600886.SH,sh.600886
CSI800,600887,伊利股份,SH,600887.SH,sh.600887
CSI800,600893,航发动力,SH,600893.SH,sh.600893
CSI800,600900,长江电力,SH,600900.SH,sh.600900
CSI800,600901,江苏金租,SH,600901.SH,sh.600901
CSI800,600905,三峡能源,SH,600905.SH,sh.600905
CSI800,600906,财达证券,SH,600906.SH,sh.600906
CSI800,600909,华安证券,SH,600909.SH,sh.600909
CSI800,600918,中泰证券,SH,600918.SH,sh.600918
CSI800,600919,江苏银行,SH,600919.SH,sh.600919
CSI800,600926,杭州银行,SH,600926.SH,sh.600926
CSI800,600927,永安期货,SH,600927.SH,sh.600927
CSI800,600930,华电新能,SH,600930.SH,sh.600930
CSI800,600938,中国海油,SH,600938.SH,sh.600938
CSI800,600941,中国移动,SH,600941.SH,sh.600941
CSI800,600958,东方证券,SH,600958.SH,sh.600958
CSI800,600967,内蒙一机,SH,600967.SH,sh.600967
CSI800,600968,海油发展,SH,600968.SH,sh.600968
CSI800,600970,中材国际,SH,600970.SH,sh.600970
CSI800,600977,中国电影,SH,600977.SH,sh.600977
CSI800,600985,淮北矿业,SH,600985.SH,sh.600985
CSI800,600988,赤峰黄金,SH,600988.SH,sh.600988
CSI800,600989,宝丰能源,SH,600989.SH,sh.600989
CSI800,600995,南网储能,SH,600995.SH,sh.600995
CSI800,600998,九州通,SH,600998.SH,sh.600998
CSI800,600999,招商证券,SH,600999.SH,sh.600999
CSI800,601000,唐山港,SH,601000.SH,sh.601000
CSI800,601001,晋控煤业,SH,601001.SH,sh.601001
CSI800,601006,大秦铁路,SH,601006.SH,sh.601006
CSI800,601009,南京银行,SH,601009.SH,sh.601009
CSI800,601012,隆基绿能,SH,601012.SH,sh.601012
CSI800,601016,节能风电,SH,601016.SH,sh.601016
CSI800,601018,宁波港,SH,601018.SH,sh.601018
CSI800,601019,山东出版,SH,601019.SH,sh.601019
CSI800,601021,春秋航空,SH,601021.SH,sh.601021
CSI800,601058,赛轮轮胎,SH,601058.SH,sh.601058
CSI800,601059,信达证券,SH,601059.SH,sh.601059
CSI800,601066,中信建投,SH,601066.SH,sh.601066
CSI800,601077,渝农商行,SH,601077.SH,sh.601077
CSI800,601088,中国神华,SH,601088.SH,sh.601088
CSI800,601098,中南传媒,SH,601098.SH,sh.601098
CSI800,601099,太平洋,SH,601099.SH,sh.601099
CSI800,601100,恒立液压,SH,601100.SH,sh.601100
CSI800,601106,中国一重,SH,601106.SH,sh.601106
CSI800,601108,财通证券,SH,601108.SH,sh.601108
CSI800,601111,中国国航,SH,601111.SH,sh.601111
CSI800,601112,振石股份,SH,601112.SH,sh.601112
CSI800,601117,中国化学,SH,601117.SH,sh.601117
CSI800,601118,海南橡胶,SH,601118.SH,sh.601118
CSI800,601127,赛力斯,SH,601127.SH,sh.601127
CSI800,601128,常熟银行,SH,601128.SH,sh.601128
CSI800,601136,首创证券,SH,601136.SH,sh.601136
CSI800,601138,工业富联,SH,601138.SH,sh.601138
CSI800,601139,深圳燃气,SH,601139.SH,sh.601139
CSI800,601155,新城控股,SH,601155.SH,sh.601155
CSI800,601156,东航物流,SH,601156.SH,sh.601156
CSI800,601162,天风证券,SH,601162.SH,sh.601162
CSI800,601166,兴业银行,SH,601166.SH,sh.601166
CSI800,601169,北京银行,SH,601169.SH,sh.601169
CSI800,601179,中国西电,SH,601179.SH,sh.601179
CSI800,601186,中国铁建,SH,601186.SH,sh.601186
CSI800,601198,东兴证券,SH,601198.SH,sh.601198
CSI800,601211,国泰海通,SH,601211.SH,sh.601211
CSI800,601212,白银有色,SH,601212.SH,sh.601212
CSI800,601216,君正集团,SH,601216.SH,sh.601216
CSI800,601225,陕西煤业,SH,601225.SH,sh.601225
CSI800,601228,广州港,SH,601228.SH,sh.601228
CSI800,601229,上海银行,SH,601229.SH,sh.601229
CSI800,601233,桐昆股份,SH,601233.SH,sh.601233
CSI800,601236,红塔证券,SH,601236.SH,sh.601236
CSI800,601238,广汽集团,SH,601238.SH,sh.601238
CSI800,601288,农业银行,SH,601288.SH,sh.601288
CSI800,601298,青岛港,SH,601298.SH,sh.601298
CSI800,601318,中国平安,SH,601318.SH,sh.601318
CSI800,601319,中国人保,SH,601319.SH,sh.601319
CSI800,601328,交通银行,SH,601328.SH,sh.601328
CSI800,601336,新华保险,SH,601336.SH,sh.601336
CSI800,601360,三六零,SH,601360.SH,sh.601360
CSI800,601377,兴业证券,SH,601377.SH,sh.601377
CSI800,601390,中国中铁,SH,601390.SH,sh.601390
CSI800,601398,工商银行,SH,601398.SH,sh.601398
CSI800,601399,国机重装,SH,601399.SH,sh.601399
CSI800,601456,国联民生,SH,601456.SH,sh.601456
CSI800,601555,东吴证券,SH,601555.SH,sh.601555
CSI800,601567,三星电气,SH,601567.SH,sh.601567
CSI800,601577,长沙银行,SH,601577.SH,sh.601577
CSI800,601598,中国外运,SH,601598.SH,sh.601598
CSI800,601600,中国铝业,SH,601600.SH,sh.601600
CSI800,601601,中国太保,SH,601601.SH,sh.601601
CSI800,601607,上海医药,SH,601607.SH,sh.601607
CSI800,601608,中信重工,SH,601608.SH,sh.601608
CSI800,601611,中国核建,SH,601611.SH,sh.601611
CSI800,601615,明阳智能,SH,601615.SH,sh.601615
CSI800,601618,中国中冶,SH,601618.SH,sh.601618
CSI800,601628,中国人寿,SH,601628.SH,sh.601628
CSI800,601633,长城汽车,SH,601633.SH,sh.601633
CSI800,601658,邮储银行,SH,601658.SH,sh.601658
CSI800,601665,齐鲁银行,SH,601665.SH,sh.601665
CSI800,601666,平煤股份,SH,601666.SH,sh.601666
CSI800,601668,中国建筑,SH,601668.SH,sh.601668
CSI800,601669,中国电建,SH,601669.SH,sh.601669
CSI800,601688,华泰证券,SH,601688.SH,sh.601688
CSI800,601689,拓普集团,SH,601689.SH,sh.601689
CSI800,601696,中银证券,SH,601696.SH,sh.601696
CSI800,601698,中国卫通,SH,601698.SH,sh.601698
CSI800,601699,潞安环能,SH,601699.SH,sh.601699
CSI800,601717,中创智领,SH,601717.SH,sh.601717
CSI800,601727,上海电气,SH,601727.SH,sh.601727
CSI800,601728,中国电信,SH,601728.SH,sh.601728
CSI800,601766,中国中车,SH,601766.SH,sh.601766
CSI800,601788,光大证券,SH,601788.SH,sh.601788
CSI800,601799,星宇股份,SH,601799.SH,sh.601799
CSI800,601800,中国交建,SH,601800.SH,sh.601800
CSI800,601808,中海油服,SH,601808.SH,sh.601808
CSI800,601816,京沪高铁,SH,601816.SH,sh.601816
CSI800,601818,光大银行,SH,601818.SH,sh.601818
CSI800,601825,沪农商行,SH,601825.SH,sh.601825
CSI800,601838,成都银行,SH,601838.SH,sh.601838
CSI800,601857,中国石油,SH,601857.SH,sh.601857
CSI800,601865,福莱特,SH,601865.SH,sh.601865
CSI800,601866,中远海发,SH,601866.SH,sh.601866
CSI800,601868,中国能建,SH,601868.SH,sh.601868
CSI800,601869,长飞光纤,SH,601869.SH,sh.601869
CSI800,601872,招商轮船,SH,601872.SH,sh.601872
CSI800,601877,正泰电器,SH,601877.SH,sh.601877
CSI800,601878,浙商证券,SH,601878.SH,sh.601878
CSI800,601880,辽港股份,SH,601880.SH,sh.601880
CSI800,601881,中国银河,SH,601881.SH,sh.601881
CSI800,601888,中国中免,SH,601888.SH,sh.601888
CSI800,601898,中煤能源,SH,601898.SH,sh.601898
CSI800,601899,紫金矿业,SH,601899.SH,sh.601899
CSI800,601901,方正证券,SH,601901.SH,sh.601901
CSI800,601916,浙商银行,SH,601916.SH,sh.601916
CSI800,601919,中远海控,SH,601919.SH,sh.601919
CSI800,601928,凤凰传媒,SH,601928.SH,sh.601928
CSI800,601939,建设银行,SH,601939.SH,sh.601939
CSI800,601958,金钼股份,SH,601958.SH,sh.601958
CSI800,601966,玲珑轮胎,SH,601966.SH,sh.601966
CSI800,601985,中国核电,SH,601985.SH,sh.601985
CSI800,601988,中国银行,SH,601988.SH,sh.601988
CSI800,601990,南京证券,SH,601990.SH,sh.601990
CSI800,601991,大唐发电,SH,601991.SH,sh.601991
CSI800,601995,中金公司,SH,601995.SH,sh.601995
CSI800,601997,贵阳银行,SH,601997.SH,sh.601997
CSI800,601998,中信银行,SH,601998.SH,sh.601998
CSI800,603000,人民网,SH,603000.SH,sh.603000
CSI800,603019,中科曙光,SH,603019.SH,sh.603019
CSI800,603049,中策橡胶,SH,603049.SH,sh.603049
CSI800,603077,和邦生物,SH,603077.SH,sh.603077
CSI800,603087,甘李药业,SH,603087.SH,sh.603087
CSI800,603092,德力佳,SH,603092.SH,sh.603092
CSI800,603119,浙江荣泰,SH,603119.SH,sh.603119
CSI800,603129,春风动力,SH,603129.SH,sh.603129
CSI800,603156,养元饮品,SH,603156.SH,sh.603156
CSI800,603160,汇顶科技,SH,603160.SH,sh.603160
CSI800,603175,超颖电子,SH,603175.SH,sh.603175
CSI800,603179,新泉股份,SH,603179.SH,sh.603179
CSI800,603225,新凤鸣,SH,603225.SH,sh.603225
CSI800,603233,大参林,SH,603233.SH,sh.603233
CSI800,603256,宏和科技,SH,603256.SH,sh.603256
CSI800,603259,药明康德,SH,603259.SH,sh.603259
CSI800,603260,合盛硅业,SH,603260.SH,sh.603260
CSI800,603288,海天味业,SH,603288.SH,sh.603288
CSI800,603290,斯达半导,SH,603290.SH,sh.603290
CSI800,603296,华勤技术,SH,603296.SH,sh.603296
CSI800,603298,杭叉集团,SH,603298.SH,sh.603298
CSI800,603308,应流股份,SH,603308.SH,sh.603308
CSI800,603338,浙江鼎力,SH,603338.SH,sh.603338
CSI800,603341,龙旗科技,SH,603341.SH,sh.603341
CSI800,603345,安井食品,SH,603345.SH,sh.603345
CSI800,603369,今世缘,SH,603369.SH,sh.603369
CSI800,603379,三美股份,SH,603379.SH,sh.603379
CSI800,603392,万泰生物,SH,603392.SH,sh.603392
CSI800,603444,吉比特,SH,603444.SH,sh.603444
CSI800,603486,科沃斯,SH,603486.SH,sh.603486
CSI800,603501,豪威集团,SH,603501.SH,sh.603501
CSI800,603529,爱玛科技,SH,603529.SH,sh.603529
CSI800,603565,中谷物流,SH,603565.SH,sh.603565
CSI800,603568,伟明环保,SH,603568.SH,sh.603568
CSI800,603589,口子窖,SH,603589.SH,sh.603589
CSI800,603596,伯特利,SH,603596.SH,sh.603596
CSI800,603605,珀莱雅,SH,603605.SH,sh.603605
CSI800,603606,东方电缆,SH,603606.SH,sh.603606
CSI800,603650,彤程新材,SH,603650.SH,sh.603650
CSI800,603658,安图生物,SH,603658.SH,sh.603658
CSI800,603659,璞泰来,SH,603659.SH,sh.603659
CSI800,603688,石英股份,SH,603688.SH,sh.603688
CSI800,603699,纽威股份,SH,603699.SH,sh.603699
CSI800,603728,鸣志电器,SH,603728.SH,sh.603728
CSI800,603737,三棵树,SH,603737.SH,sh.603737
CSI800,603766,隆鑫通用,SH,603766.SH,sh.603766
CSI800,603786,科博达,SH,603786.SH,sh.603786
CSI800,603799,华友钴业,SH,603799.SH,sh.603799
CSI800,603806,福斯特,SH,603806.SH,sh.603806
CSI800,603816,顾家家居,SH,603816.SH,sh.603816
CSI800,603833,欧派家居,SH,603833.SH,sh.603833
CSI800,603858,步长制药,SH,603858.SH,sh.603858
CSI800,603885,吉祥航空,SH,603885.SH,sh.603885
CSI800,603893,瑞芯微,SH,603893.SH,sh.603893
CSI800,603899,晨光股份,SH,603899.SH,sh.603899
CSI800,603920,世运电路,SH,603920.SH,sh.603920
CSI800,603939,益丰药房,SH,603939.SH,sh.603939
CSI800,603979,金诚信,SH,603979.SH,sh.603979
CSI800,603986,兆易创新,SH,603986.SH,sh.603986
CSI800,603993,洛阳钼业,SH,603993.SH,sh.603993
CSI800,605117,德业股份,SH,605117.SH,sh.605117
CSI800,605358,立昂微,SH,605358.SH,sh.605358
CSI800,605499,东鹏饮料,SH,605499.SH,sh.605499
CSI800,605589,圣泉集团,SH,605589.SH,sh.605589
CSI800,688002,睿创微纳,SH,688002.SH,sh.688002
CSI800,688008,澜起科技,SH,688008.SH,sh.688008
CSI800,688009,中国通号,SH,688009.SH,sh.688009
CSI800,688012,中微公司,SH,688012.SH,sh.688012
CSI800,688017,绿的谐波,SH,688017.SH,sh.688017
CSI800,688018,乐鑫科技,SH,688018.SH,sh.688018
CSI800,688019,安集科技,SH,688019.SH,sh.688019
CSI800,688027,国盾量子,SH,688027.SH,sh.688027
CSI800,688036,传音控股,SH,688036.SH,sh.688036
CSI800,688037,芯源微,SH,688037.SH,sh.688037
CSI800,688041,海光信息,SH,688041.SH,sh.688041
CSI800,688047,龙芯中科,SH,688047.SH,sh.688047
CSI800,688052,纳芯微,SH,688052.SH,sh.688052
CSI800,688065,凯赛生物,SH,688065.SH,sh.688065
CSI800,688072,拓荆科技,SH,688072.SH,sh.688072
CSI800,688082,盛美上海,SH,688082.SH,sh.688082
CSI800,688099,晶晨股份,SH,688099.SH,sh.688099
CSI800,688111,金山办公,SH,688111.SH,sh.688111
CSI800,688114,华大智造,SH,688114.SH,sh.688114
CSI800,688120,华海清科,SH,688120.SH,sh.688120
CSI800,688122,西部超导,SH,688122.SH,sh.688122
CSI800,688126,沪硅产业,SH,688126.SH,sh.688126
CSI800,688166,博瑞医药,SH,688166.SH,sh.688166
CSI800,688169,石头科技,SH,688169.SH,sh.688169
CSI800,688172,燕东微,SH,688172.SH,sh.688172
CSI800,688180,君实生物,SH,688180.SH,sh.688180
CSI800,688183,生益电子,SH,688183.SH,sh.688183
CSI800,688187,时代电气,SH,688187.SH,sh.688187
CSI800,688188,柏楚电子,SH,688188.SH,sh.688188
CSI800,688192,迪哲医药,SH,688192.SH,sh.688192
CSI800,688200,华峰测控,SH,688200.SH,sh.688200
CSI800,688213,思特威,SH,688213.SH,sh.688213
CSI800,688220,翱捷科技,SH,688220.SH,sh.688220
CSI800,688223,晶科能源,SH,688223.SH,sh.688223
CSI800,688234,天岳先进,SH,688234.SH,sh.688234
CSI800,688235,百济神州,SH,688235.SH,sh.688235
CSI800,688248,南网科技,SH,688248.SH,sh.688248
CSI800,688256,寒武纪,SH,688256.SH,sh.688256
CSI800,688266,泽璟制药,SH,688266.SH,sh.688266
CSI800,688271,联影医疗,SH,688271.SH,sh.688271
CSI800,688278,特宝生物,SH,688278.SH,sh.688278
CSI800,688281,华秦科技,SH,688281.SH,sh.688281
CSI800,688295,中复神鹰,SH,688295.SH,sh.688295
CSI800,688297,中无人机,SH,688297.SH,sh.688297
CSI800,688301,奕瑞科技,SH,688301.SH,sh.688301
CSI800,688303,大全能源,SH,688303.SH,sh.688303
CSI800,688313,仕佳光子,SH,688313.SH,sh.688313
CSI800,688318,财富趋势,SH,688318.SH,sh.688318
CSI800,688322,奥比中光,SH,688322.SH,sh.688322
CSI800,688331,荣昌生物,SH,688331.SH,sh.688331
CSI800,688336,三生国健,SH,688336.SH,sh.688336
CSI800,688343,云天励飞,SH,688343.SH,sh.688343
CSI800,688347,华虹宏力,SH,688347.SH,sh.688347
CSI800,688349,三一重能,SH,688349.SH,sh.688349
CSI800,688361,中科飞测,SH,688361.SH,sh.688361
CSI800,688363,华熙生物,SH,688363.SH,sh.688363
CSI800,688375,国博电子,SH,688375.SH,sh.688375
CSI800,688385,复旦微电,SH,688385.SH,sh.688385
CSI800,688387,信科移动,SH,688387.SH,sh.688387
CSI800,688396,华润微,SH,688396.SH,sh.688396
CSI800,688411,海博思创,SH,688411.SH,sh.688411
CSI800,688425,铁建重工,SH,688425.SH,sh.688425
CSI800,688469,芯联集成,SH,688469.SH,sh.688469
CSI800,688472,阿特斯,SH,688472.SH,sh.688472
CSI800,688475,萤石网络,SH,688475.SH,sh.688475
CSI800,688498,源杰科技,SH,688498.SH,sh.688498
CSI800,688506,百利天恒,SH,688506.SH,sh.688506
CSI800,688520,神州细胞,SH,688520.SH,sh.688520
CSI800,688521,芯原股份,SH,688521.SH,sh.688521
CSI800,688538,和辉光电,SH,688538.SH,sh.688538
CSI800,688561,奇安信,SH,688561.SH,sh.688561
CSI800,688563,航材股份,SH,688563.SH,sh.688563
CSI800,688568,中科星图,SH,688568.SH,sh.688568
CSI800,688578,艾力斯,SH,688578.SH,sh.688578
CSI800,688582,芯动联科,SH,688582.SH,sh.688582
CSI800,688599,天合光能,SH,688599.SH,sh.688599
CSI800,688608,恒玄科技,SH,688608.SH,sh.688608
CSI800,688615,合合信息,SH,688615.SH,sh.688615
CSI800,688617,惠泰医疗,SH,688617.SH,sh.688617
CSI800,688629,华丰科技,SH,688629.SH,sh.688629
CSI800,688676,金盘科技,SH,688676.SH,sh.688676
CSI800,688692,达梦数据,SH,688692.SH,sh.688692
CSI800,688702,盛科通信,SH,688702.SH,sh.688702
CSI800,688708,佳驰科技,SH,688708.SH,sh.688708
CSI800,688709,成都华微,SH,688709.SH,sh.688709
CSI800,688728,格科微,SH,688728.SH,sh.688728
CSI800,688772,珠海冠宇,SH,688772.SH,sh.688772
CSI800,688777,中控技术,SH,688777.SH,sh.688777
CSI800,688778,厦钨新能,SH,688778.SH,sh.688778
CSI800,688819,天能股份,SH,688819.SH,sh.688819
CSI800,688981,中芯国际,SH,688981.SH,sh.688981
CSI800,689009,九号公司,SH,689009.SH,sh.689009
CSI800,000001,平安银行,SZ,000001.SZ,sz.000001
CSI800,000002,万科A,SZ,000002.SZ,sz.000002
CSI800,000009,中国宝安,SZ,000009.SZ,sz.000009
CSI800,000021,深科技,SZ,000021.SZ,sz.000021
CSI800,000027,深圳能源,SZ,000027.SZ,sz.000027
CSI800,000032,深桑达A,SZ,000032.SZ,sz.000032
CSI800,000034,神州数码,SZ,000034.SZ,sz.000034
CSI800,000039,中集集团,SZ,000039.SZ,sz.000039
CSI800,000050,深天马A,SZ,000050.SZ,sz.000050
CSI800,000060,中金岭南,SZ,000060.SZ,sz.000060
CSI800,000062,深圳华强,SZ,000062.SZ,sz.000062
CSI800,000063,中兴通讯,SZ,000063.SZ,sz.000063
CSI800,000088,盐田港,SZ,000088.SZ,sz.000088
CSI800,000100,TCL科技,SZ,000100.SZ,sz.000100
CSI800,000155,川能动力,SZ,000155.SZ,sz.000155
